Wavelength, W/m2 
6.33E+02,0.345144131
6.33E+02,0.346979136
6.34E+02,0.339527123
6.34E+02,0.345394306
6.34E+02,0.34607233
6.35E+02,0.342365983
6.35E+02,0.340531653
6.35E+02,0.337848516
6.36E+02,0.337397484
6.36E+02,0.336044647
6.36E+02,0.340316997
6.37E+02,0.339196192
6.37E+02,0.340324221
6.37E+02,0.332046056
6.38E+02,0.339352636
6.38E+02,0.341057682
6.38E+02,0.335447844
6.39E+02,0.334075549
6.39E+02,0.332460719
6.40E+02,0.334982808
6.40E+02,0.327004982
6.40E+02,0.331367745
6.41E+02,0.330202545
6.41E+02,0.334426736
6.41E+02,0.329234871
6.42E+02,0.32706639
6.42E+02,0.326184993
6.42E+02,0.327077123
6.43E+02,0.329441616
6.43E+02,0.323204105
6.43E+02,0.320456033
6.44E+02,0.32589191
6.44E+02,0.315902717
6.44E+02,0.320522791
6.45E+02,0.319539109
6.45E+02,0.319952166
6.45E+02,0.319654688
6.46E+02,0.315283404
6.46E+02,0.311220234
6.46E+02,0.308781178
6.47E+02,0.313644428
6.47E+02,0.311022935
6.47E+02,0.307054309
6.48E+02,0.306012526
6.48E+02,0.309947879
6.48E+02,0.307034841
6.49E+02,0.303666806
6.49E+02,0.29851664
6.50E+02,0.300649897
6.50E+02,0.304385309
6.50E+02,0.298503463
6.51E+02,0.299184631
6.51E+02,0.296310317
6.51E+02,0.29080295
6.52E+02,0.296588479
6.52E+02,0.296268382
6.52E+02,0.294681005
6.53E+02,0.28937587
6.53E+02,0.2872363
6.53E+02,0.284846906
6.54E+02,0.283115661
6.54E+02,0.287740672
6.54E+02,0.286139452
6.55E+02,0.284566276
6.55E+02,0.282868373
6.55E+02,0.272374429
6.56E+02,0.278794517
6.56E+02,0.279086679
6.56E+02,0.276501391
6.57E+02,0.27027543
6.57E+02,0.273681913
6.57E+02,0.273403571
6.58E+02,0.268761064
6.58E+02,0.269980237
6.58E+02,0.269656145
6.59E+02,0.265521233
6.59E+02,0.266562384
6.59E+02,0.262049201
6.60E+02,0.262714908
6.60E+02,0.254348569
6.60E+02,0.259446829
6.61E+02,0.260451754
6.61E+02,0.253207457
6.61E+02,0.258886742
6.62E+02,0.258080152
6.62E+02,0.255274225
6.63E+02,0.250322271
6.63E+02,0.252194748
6.63E+02,0.246664919
6.64E+02,0.246996016
6.64E+02,0.244202889
6.64E+02,0.242719236
6.65E+02,0.239512235
6.65E+02,0.243681523
6.65E+02,0.23590637
6.66E+02,0.237577859
6.66E+02,0.237875079
6.66E+02,0.234502324
6.67E+02,0.232401469
6.67E+02,0.230110119
6.67E+02,0.23315369
6.68E+02,0.225748697
6.68E+02,0.225594985
6.68E+02,0.223395576
6.69E+02,0.222499042
6.69E+02,0.223866504
6.69E+02,0.223848042
6.70E+02,0.222466698
6.70E+02,0.215597707
6.70E+02,0.220188191
6.71E+02,0.217780906
6.71E+02,0.214546098
6.71E+02,0.218260909
6.72E+02,0.214970853
6.72E+02,0.215114622
6.72E+02,0.210651975
6.73E+02,0.210864898
6.73E+02,0.207516428
6.73E+02,0.20723349
6.74E+02,0.203809837
6.74E+02,0.209275276
6.74E+02,0.203130947
6.75E+02,0.206338273
6.75E+02,0.196697757
6.75E+02,0.196822136
6.76E+02,0.199431175
6.76E+02,0.193236264
6.76E+02,0.1924601
6.77E+02,0.194405313
6.77E+02,0.189666696
6.78E+02,0.191037478
6.78E+02,0.187312521
6.78E+02,0.188798553
6.79E+02,0.185806326
6.79E+02,0.185381945
6.79E+02,0.183053002
6.80E+02,0.179930783
6.80E+02,0.177490081
6.80E+02,0.178796888
6.81E+02,0.180208986
6.81E+02,0.176642624
6.81E+02,0.175362644
6.82E+02,0.173689675
6.82E+02,0.172422881
6.82E+02,0.168933261
6.83E+02,0.170450561
6.83E+02,0.170385137
6.83E+02,0.166799245
6.84E+02,0.168911514
6.84E+02,0.160916666
6.84E+02,0.165535185
6.85E+02,0.161457263
6.85E+02,0.161373935
6.85E+02,0.160562932
6.86E+02,0.160408054
6.86E+02,0.159038507
6.86E+02,0.156030122
6.87E+02,0.160553585
6.87E+02,0.15566557
6.87E+02,0.152515801
6.88E+02,0.154552626
6.88E+02,0.155373042
6.88E+02,0.156673017
6.89E+02,0.151437003
6.89E+02,0.151956918
6.89E+02,0.152182597
6.90E+02,0.153743874
6.90E+02,0.149412685
6.90E+02,0.14825261
6.91E+02,0.145562591
6.91E+02,0.148129166
6.91E+02,0.147192639
6.92E+02,0.151666766
6.92E+02,0.145354084
6.92E+02,0.146474878
6.93E+02,0.149566008
6.93E+02,0.147123026
6.93E+02,0.144205416
6.94E+02,0.147819239
