Wavelength, W/m2 
598.144, 0.0088 
598.495, 0.0080 
598.845, 0.0087 
599.196, 0.0079 
599.546, 0.0073 
599.896, 0.0078 
600.247, 0.0078 
600.597, 0.0083 
600.947, 0.0067 
601.297, 0.0075 
601.647, 0.0071 
601.997, 0.0093 
602.347, 0.0069 
602.697, 0.0090 
603.047, 0.0084 
603.397, 0.0078 
603.747, 0.0079 
604.096, 0.0086 
604.446, 0.0079 
604.796, 0.0070 
605.145, 0.0083 
605.495, 0.0081 
605.844, 0.0076 
606.194, 0.0072 
606.543, 0.0086 
606.893, 0.0072 
607.242, 0.0083 
607.591, 0.0082 
607.94, 0.0088 
608.29, 0.0082 
608.639, 0.0094 
608.988, 0.0093 
609.337, 0.0119 
609.686, 0.0149 
610.035, 0.0203 
610.384, 0.0235 
610.733, 0.0239 
611.081, 0.0232 
611.43, 0.0188 
611.779, 0.0178 
612.127, 0.0165 
612.476, 0.0147 
612.825, 0.0134 
613.173, 0.0137 
613.522, 0.0120 
613.87, 0.0114 
614.218, 0.0113 
614.567, 0.0109 
614.915, 0.0089 
615.263, 0.0099 
615.611, 0.0090 
615.96, 0.0081 
616.308, 0.0079 
616.656, 0.0080 
617.004, 0.0087 
617.352, 0.0083 
617.7, 0.0084 
618.047, 0.0079 
618.395, 0.0078 
618.743, 0.0074 
619.091, 0.0081 
619.438, 0.0075 
619.786, 0.0076 
620.134, 0.0084 
620.481, 0.0089 
620.829, 0.0074 
621.176, 0.0075 
621.523, 0.0092 
621.871, 0.0092 
622.218, 0.0078 
622.565, 0.0085 
622.912, 0.0076 
623.259, 0.0089 
623.607, 0.0081 
623.954, 0.0079 
624.301, 0.0084 
624.648, 0.0101 
624.994, 0.0080 
625.341, 0.0083 
625.688, 0.0090 
626.035, 0.0085 
626.382, 0.0085 
626.728, 0.0089 
627.075, 0.0086 
627.421, 0.0084 
627.768, 0.0090 
628.114, 0.0077 
628.461, 0.0089 
628.807, 0.0079 
629.154, 0.0082 
629.5, 0.0096 
629.846, 0.0094 
630.192, 0.0094 
630.538, 0.0103 
630.884, 0.0086 
631.231, 0.0090 
631.577, 0.0087 
631.922, 0.0073 
632.268, 0.0082 
