Wavelength, W/m2 
781.598,0.223
781.921,0.2092
782.245,0.2101
782.568,0.2111
782.891,0.2122
783.214,0.2041
783.537,0.2011
783.861,0.1928
784.184,0.1876
784.506,0.1924
784.829,0.1874
785.152,0.1888
785.475,0.1856
785.798,0.1785
786.12,0.1717
786.443,0.1732
786.766,0.1743
787.088,0.1699
787.411,0.1701
787.733,0.1697
788.056,0.1565
788.378,0.1619
788.7,0.1559
789.022,0.1562
789.345,0.1541
789.667,0.1525
789.989,0.1545
790.311,0.158
790.633,0.1517
790.955,0.149
791.276,0.1486
791.598,0.1476
791.92,0.1551
792.242,0.1517
792.563,0.1518
792.885,0.1506
793.206,0.1451
793.528,0.1499
793.849,0.1529
794.171,0.1466
794.492,0.1508
794.813,0.1496
795.134,0.1494
795.456,0.1461
795.777,0.1504
796.098,0.1477
796.419,0.1467
796.74,0.1493
797.061,0.1453
797.381,0.154
797.702,0.1552
798.023,0.1542
798.344,0.152
798.664,0.1566
798.985,0.1516
799.305,0.1591
799.626,0.1631
799.946,0.1675
800.267,0.1622
800.587,0.1654
800.907,0.1601
801.227,0.1735
801.548,0.1698
801.868,0.174
802.188,0.1723
802.508,0.1711
802.828,0.1733
803.147,0.1826
803.467,0.1797
803.787,0.1821
804.107,0.1823
804.426,0.1828
804.746,0.1814
805.066,0.1897
805.385,0.1971
805.705,0.1932
806.024,0.2002
806.343,0.1969
806.663,0.196
806.982,0.2037
807.301,0.2005
807.62,0.2021
807.939,0.2056
808.258,0.2045
808.577,0.2125
808.896,0.2155
809.215,0.222
809.534,0.206
809.852,0.2159
810.171,0.2106
810.49,0.2118
810.808,0.2137
811.127,0.2212
811.445,0.2149
811.764,0.2187
812.082,0.2144
812.401,0.2184
812.719,0.2143
813.037,0.2166
813.355,0.2232
813.673,0.2185
813.991,0.2276
814.309,0.2218
814.627,0.2249
814.945,0.2241
815.263,0.2297
815.581,0.2148
815.899,0.2182
816.216,0.2247
816.534,0.2188
816.851,0.2236
817.169,0.2183
817.486,0.2311
817.804,0.2232
818.121,0.2296
818.438,0.2253
818.756,0.2158
819.073,0.2205
819.39,0.2265
819.707,0.2153
820.024,0.2242
820.341,0.2226
820.658,0.217
820.975,0.2185
821.292,0.2218
821.608,0.211
821.925,0.2201
822.242,0.2215
822.558,0.2151
822.875,0.2198
823.191,0.2245
823.508,0.2182
823.824,0.2172
824.141,0.2174
824.457,0.2268
824.773,0.2129
825.089,0.2242
825.405,0.2252
825.721,0.2207
826.037,0.2139
